,movie,year,production_budget,domestic_gross,foreign_gross,worldwide_gross,month,profit,profit_margin,roi,pct_foreign,match_key,popularity,release_date,original_language,vote_average,vote_count,genre_list,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
971,Take Me Home Tonight,2011,19000000,6928068,648536,7576604,3,-11423396,-1.5077198174802326,-0.6012313684210526,0.08559718839733474,2011 Take Me Home Tonight,11.321,2011-03-04,en,6.1,339,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
972,Won't Back Down,2012,19000000,5310554,434949,5745503,9,-13254497,-2.306934136140909,-0.6976051052631579,0.07570251029370274,2012 Won't Back Down,6.14,2012-09-28,en,6.3,64,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
973,Action Point,2018,19000000,5059608,44067,5103675,6,-13896325,-2.7228075847306106,-0.7313855263157895,0.008634366412438097,2018 Action Point,12.84,2018-06-01,en,5.2,136,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
974,Neighbors,2014,18000000,150086800,120857628,270944428,5,252944428,0.9335657125969757,14.052468222222222,0.4460605774110992,2014 Neighbors,14.979,2014-05-09,en,6.2,4536,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,Big,1988,18000000,114968774,36700000,151668774,6,133668774,0.8813203303140038,7.426043,0.24197465985978103,1988 Big,15.031,1988-06-03,en,7.0,1813,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']","Fantasy,Drama,Comedy,Romance,Family",0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
976,Big,1988,18000000,114968774,36700000,151668774,6,133668774,0.8813203303140038,7.426043,0.24197465985978103,1988 Big,15.031,1988-06-03,en,7.0,1813,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']","Fantasy,Drama,Comedy,Romance,Family",0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
977,My Big Fat Greek Wedding 2,2016,18000000,59689605,32406953,92096558,3,74096558,0.8045529562570622,4.116475444444444,0.3518801755870181,2016 My Big Fat Greek Wedding 2,6.714,2016-03-25,en,5.8,593,"['Romance', 'Comedy', 'Family']","Romance,Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
978,The Perfect Guy,2015,18000000,57027435,3250731,60278166,9,42278166,0.7013844117287842,2.348787,0.053928830548693206,2015 The Perfect Guy,6.727,2015-09-11,en,5.7,211,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
979,Diary of a Wimpy Kid: Rodrick Rules,2011,18000000,52698535,20996659,73695194,3,55695194,0.7557506938647858,3.0941774444444445,0.2849121884393167,2011 Diary of a Wimpy Kid: Rodrick Rules,8.961,2011-03-25,en,6.4,492,"['Family', 'Comedy']","Family,Comedy",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
980,Soul Surfer,2011,18000000,43853424,3305228,47158652,4,29158652,0.6183097006250305,1.619925111111111,0.07008741471236285,2011 Soul Surfer,8.459,2011-04-08,en,7.0,688,"['Family', 'Action', 'Drama']","Family,Action,Drama",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
981,Uncle Drew,2018,18000000,42469946,4057215,46527161,6,28527161,0.61312919995269,1.5848422777777778,0.08720100072299705,2018 Uncle Drew,10.836,2018-06-29,en,6.5,220,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,Blue Jasmine,2013,18000000,33404871,69508090,102912961,7,84912961,0.8250949168589173,4.717386722222222,0.6754065700237699,2013 Blue Jasmine,10.443,2013-07-26,en,7.0,1983,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
983,Ricki and the Flash,2015,18000000,26839498,14326535,41166033,8,23166033,0.5627463059168223,1.2870018333333333,0.3480183528978855,2015 Ricki and the Flash,8.247,2015-08-07,en,5.8,473,"['Comedy', 'Drama', 'Music']","Comedy,Drama,Music",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
984,Love the Coopers,2015,18000000,26302731,15924759,42227490,11,24227490,0.573737392395333,1.3459716666666666,0.3771182942675494,2015 Love the Coopers,8.261,2015-11-13,en,5.8,384,"['Comedy', 'Family', 'Drama']","Comedy,Family,Drama",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
985,The Circle,2017,18000000,20497844,20154020,40651864,4,22651864,0.5572158757591041,1.2584368888888888,0.4957711164240833,2017 The Circle,10.932,2017-04-28,en,5.5,2689,"['Drama', 'Thriller', 'Science Fiction']","Drama,Thriller,Science Fiction",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
986,127 Hours,2010,18000000,18335230,41881941,60217171,11,42217171,0.7010819389041043,2.345398388888889,0.6955149221473722,2010 127 Hours,11.435,2010-11-05,en,7.0,4469,"['Adventure', 'Drama', 'Thriller']","Adventure,Drama,Thriller",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
987,Norm of the North,2016,18000000,17062499,13473161,30535660,1,12535660,0.4105252678343943,0.6964255555555555,0.44122710954994915,2016 Norm of the North,9.325,2016-01-15,en,4.2,192,"['Adventure', 'Animation', 'Comedy', 'Family']","Adventure,Animation,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
988,Jobs,2013,18000000,16131410,27271105,43402515,8,25402515,0.58527748910403,1.4112508333333333,0.6283300633615356,2013 Jobs,8.023,2013-08-16,en,6.1,1622,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
989,And So It Goes,2014,18000000,15160801,2759212,17920013,7,-79987,-0.004463557029785637,-0.004443722222222222,0.15397377222884828,2014 And So It Goes,8.235,2014-07-25,en,5.9,264,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
990,Getaway,2013,18000000,10501938,1312051,11813989,8,-6186011,-0.5236174673939513,-0.3436672777777778,0.11105910120620563,2013 Getaway,10.793,2013-08-29,en,5.1,380,"['Action', 'Crime']","Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,Mao's Last Dancer,2010,18000000,4806750,21134687,25941437,8,7941437,0.30612941758006695,0.44119094444444446,0.8147076432196104,2010 Mao's Last Dancer,2.681,2010-08-20,en,7.0,45,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
992,The Railway Man,2014,18000000,4438438,19471772,23910210,4,5910210,0.24718352536426907,0.328345,0.8143705973305965,2014 The Railway Man,9.582,2014-04-11,en,6.9,408,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
993,Midnight Special,2016,18000000,3712282,3967968,7680250,3,-10319750,-1.3436737085381336,-0.5733194444444445,0.5166456821067023,2016 Midnight Special,8.653,2016-03-18,en,6.3,1105,"['Adventure', 'Drama', 'Science Fiction']","Adventure,Drama,Science Fiction",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
994,Miss Sloane,2016,18000000,3500605,4219025,7719630,11,-10280370,-1.3317179709390217,-0.5711316666666667,0.5465320229078336,2016 Miss Sloane,12.215,2016-11-25,en,7.4,912,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
995,Miss Sloane,2016,18000000,3500605,4219025,7719630,11,-10280370,-1.3317179709390217,-0.5711316666666667,0.5465320229078336,2016 Miss Sloane,12.215,2016-11-25,en,7.4,912,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
996,Phantom,2013,18000000,1034589,164921,1199510,3,-16800490,-14.006127502063343,-0.9333605555555555,0.13749030854265493,2013 Phantom,7.211,2013-03-01,en,6.0,151,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
997,Carlos,2010,18000000,145526,1473627,1619153,10,-16380847,-10.116923477892454,-0.9100470555555555,0.9101221441086791,2010 Carlos,6.568,2010-10-11,en,7.0,87,"['Crime', 'Drama', 'Thriller', 'History']","Crime,Drama,Thriller,History",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
998,I Am Wrath,2016,18000000,0,309608,309608,4,-17690392,-57.13803260897651,-0.9827995555555555,1.0,2016 I Am Wrath,9.558,2016-05-13,en,4.9,296,"['Action', 'Crime', 'Drama', 'Thriller']","Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
999,Wolves,2014,18000000,0,94953,94953,11,-17905047,-188.56747022210988,-0.9947248333333333,1.0,2014 Wolves,8.627,2014-11-14,en,5.8,151,"['Horror', 'Action']","Horror,Action",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000,The Prince,2014,18000000,0,0,0,8,-18000000,-inf,-1.0,0.0,2014 The Prince,12.324,2014-08-22,en,4.8,317,"['Thriller', 'Action']","Thriller,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1001,Forsaken,2016,18000000,0,0,0,2,-18000000,-inf,-1.0,0.0,2016 Forsaken,9.472,2016-02-19,en,5.9,161,"['Drama', 'Western']","Drama,Western",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1002,Forsaken,2016,18000000,0,0,0,2,-18000000,-inf,-1.0,0.0,2016 Forsaken,1.262,2016-02-02,en,3.7,15,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1003,Red Lights,2012,17700000,49521,14469363,14518884,7,-3181116,-0.21910196403525228,-0.17972406779661018,0.9965892006575712,2012 Red Lights,8.25,2012-07-12,en,6.1,615,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1004,Black Nativity,2013,17500000,7018188,266947,7285135,11,-10214865,-1.4021517789306581,-0.5837065714285714,0.036642697767440134,2013 Black Nativity,1.779,2013-11-27,en,5.7,25,"['Drama', 'Music']","Drama,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1005,A Quiet Place,2018,17000000,188024361,146497933,334522294,4,317522294,0.9491812644331561,18.677782,0.4379317481303653,2018 A Quiet Place,29.154,2018-04-06,en,7.3,5848,"['Drama', 'Horror', 'Thriller', 'Science Fiction']","Drama,Horror,Thriller,Science Fiction",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1006,The Best Man Holiday,2013,17000000,70525195,2310515,72835710,11,55835710,0.7665980052916351,3.2844535294117647,0.0317222829296234,2013 The Best Man Holiday,8.581,2013-11-15,en,6.6,145,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,Pitch Perfect,2012,17000000,65001093,51043254,116044347,9,99044347,0.853504281427858,5.826138058823529,0.43985989252884505,2012 Pitch Perfect,13.886,2012-09-28,en,7.3,4233,"['Comedy', 'Music', 'Romance']","Comedy,Music,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1008,Evil Dead,2013,17000000,54239856,43538500,97778356,4,80778356,0.8261373917966058,4.751668,0.44527748042726345,2013 Evil Dead,13.089,2013-04-05,en,6.4,2664,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1009,Saw 3D,2010,17000000,45710178,88025106,133735284,10,116735284,0.8728832100883713,6.8667814117647055,0.6582040533147557,2010 Saw 3D,20.37,2010-10-28,en,6.0,1488,"['Horror', 'Crime']","Horror,Crime",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1010,"McFarland, USA",2015,17000000,44480275,1227649,45707924,2,28707924,0.628073241742504,1.688701411764706,0.026858559579297454,"2015 McFarland, USA",8.197,2015-02-20,en,7.3,358,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1011,Almost Christmas,2016,17000000,42065185,428321,42493506,11,25493506,0.5999388706594367,1.499618,0.01007968135178114,2016 Almost Christmas,6.532,2016-11-11,en,5.6,245,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1012,Beastly,2011,17000000,27865571,10162659,38028230,3,21028230,0.5529636798767652,1.236954705882353,0.2672398636486631,2011 Beastly,10.136,2011-03-04,en,6.1,1748,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']","Drama,Fantasy,Romance,Science Fiction",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1013,Tron,1982,17000000,26918576,0,26918576,7,9918576,0.3684658504966979,0.5834456470588235,0.0,1982 Tron,12.063,1982-07-09,en,6.6,1100,"['Science Fiction', 'Action', 'Adventure']","Science Fiction,Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1014,Lottery Ticket,2010,17000000,24719879,0,24719879,8,7719879,0.31229436843117236,0.4541105294117647,0.0,2010 Lottery Ticket,7.699,2010-08-20,en,5.7,92,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,The Apparition,2012,17000000,4936819,5700462,10637281,8,-6362719,-0.5981527610298158,-0.3742775882352941,0.5358946520262086,2012 The Apparition,7.714,2012-08-24,en,4.3,221,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1016,L'illusionniste,2010,17000000,2231474,6378475,8609949,12,-8390051,-0.9744600113194631,-0.49353241176470586,0.7408261071000537,2010 L'illusionniste,8.404,2010-12-25,fr,7.4,280,"['Animation', 'Drama']","Animation,Drama",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1017,Genius,2016,17000000,1361045,5904238,7265283,6,-9734717,-1.339895087362736,-0.5726304117647059,0.8126645582835521,2016 Genius,9.417,2016-06-10,en,6.5,391,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1018,"Mune, le gardien de la lune",2017,17000000,0,14534046,14534046,9,-2465954,-0.16966741401534025,-0.14505611764705884,1.0,"2017 Mune, le gardien de la lune",9.43,2017-08-12,fr,7.0,241,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","Animation,Family,Adventure,Fantasy,Comedy",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1019,The Young Messiah,2016,16800000,6469813,843884,7313697,3,-9486303,-1.2970598864021847,-0.5646608928571428,0.11538405268908461,2016 The Young Messiah,5.531,2016-03-11,en,6.1,50,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1020,Moonrise Kingdom,2012,16000000,45512466,23335980,68848446,5,52848446,0.7676055026717669,3.303027875,0.3389470838601063,2012 Moonrise Kingdom,14.086,2012-05-25,en,7.7,3023,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1021,The Artist,2011,16000000,44667095,83589617,128256712,11,112256712,0.875250193533731,7.0160445,0.6517367839587218,2011 The Artist,10.155,2011-10-14,en,7.4,1787,"['Drama', 'Comedy', 'Romance']","Drama,Comedy,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1022,The Roommate,2011,16000000,37300107,15245600,52545707,2,36545707,0.6955031930581884,2.2841066875,0.2901397824945052,2011 The Roommate,8.134,2011-02-04,en,5.4,406,"['Thriller', 'Drama', 'Horror']","Thriller,Drama,Horror",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1023,Remember Me,2010,16000000,19068240,37437880,56506120,3,40506120,0.7168448302590941,2.5316325,0.6625455791337292,2010 Remember Me,11.453,2010-03-12,en,7.1,2079,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1024,Left Behind,2014,16000000,14019924,6749285,20769209,10,4769209,0.2296288221665062,0.2980755625,0.32496591468649577,2014 Left Behind,13.897,2014-10-03,en,4.0,713,"['Thriller', 'Action', 'Science Fiction']","Thriller,Action,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1025,People Like Us,2012,16000000,12431792,185680,12617472,6,-3382528,-0.2680828616065088,-0.211408,0.014716101608943535,2012 People Like Us,9.078,2012-06-29,en,6.8,360,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1026,Bleed for This,2016,16000000,5083906,1520020,6603926,11,-9396074,-1.422801224604879,-0.587254625,0.23016914483899426,2016 Bleed for This,8.258,2016-11-04,en,6.9,405,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1027,Bleed for This,2016,16000000,5083906,1520020,6603926,11,-9396074,-1.422801224604879,-0.587254625,0.23016914483899426,2016 Bleed for This,8.258,2016-11-04,en,6.9,405,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1028,The Homesman,2014,16000000,2429989,5787582,8217571,11,-7782429,-0.9470473695937643,-0.4864018125,0.7042935193380137,2014 The Homesman,8.232,2014-08-29,en,6.5,389,"['Western', 'Drama']","Western,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1029,Trance,2013,16000000,2322593,20271459,22594052,4,6594052,0.2918490229198375,0.41212825,0.8972033436056533,2013 Trance,9.571,2013-04-05,en,6.6,1348,"['Thriller', 'Crime', 'Drama', 'Mystery']","Thriller,Crime,Drama,Mystery",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1030,Enter the Void,2010,16000000,337997,1129281,1467278,9,-14532722,-9.904545696180273,-0.908295125,0.7696435167705098,2010 Enter the Void,9.563,2010-09-24,en,7.3,773,"['Fantasy', 'Drama']","Fantasy,Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1031,Vamps,2012,16000000,3361,91451,94812,11,-15905188,-167.75500991435683,-0.99407425,0.9645509007298654,2012 Vamps,6.65,2012-11-02,en,5.0,145,"['Comedy', 'Romance', 'Horror']","Comedy,Romance,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1032,Second Act,2018,15700000,39282227,24006627,63288854,12,47588854,0.7519310430237842,3.0311371974522294,0.37931840257369803,2018 Second Act,16.322,2018-12-21,en,6.2,361,"['Romance', 'Comedy']","Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1033,Beverly Hills Cop,1984,15000000,234760478,81539522,316300000,12,301300000,0.9525766677205185,20.086666666666666,0.2577917230477395,1984 Beverly Hills Cop,15.067,1984-11-30,en,7.1,1827,"['Action', 'Comedy', 'Crime']","Action,Comedy,Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,Annabelle: Creation,2017,15000000,102092201,203292664,305384865,8,290384865,0.9508816522390525,19.358991,0.6656933178400967,2017 Annabelle: Creation,21.245,2017-08-11,en,6.5,3141,"['Horror', 'Mystery', 'Thriller']","Horror,Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1035,Jackass Presents: Bad Grandpa,2013,15000000,102003019,58900000,160903019,10,145903019,0.9067761432120798,9.726867933333333,0.36605901098723326,2013 Jackass Presents: Bad Grandpa,8.823,2013-10-25,en,6.0,928,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,The Imitation Game,2014,15000000,91125143,136615320,227740463,11,212740463,0.9341355514852009,14.182697533333334,0.5998728473648532,2014 The Imitation Game,33.078,2014-12-19,en,8.1,10396,"['History', 'Drama', 'Thriller', 'War']","History,Drama,Thriller,War",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
1037,Mama,2013,15000000,71628180,76467386,148095566,1,133095566,0.8987140506286326,8.873037733333334,0.5163381191304539,2013 Mama,11.983,2013-01-18,en,6.1,2421,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1038,Diary of a Wimpy Kid,2010,15000000,64003625,12950686,76954311,3,61954311,0.80507914624822,4.1302874,0.1682905847860817,2010 Diary of a Wimpy Kid,12.256,2010-03-19,en,6.0,736,"['Comedy', 'Family']","Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1039,The Woman in Black,2012,15000000,54333290,74622608,128955898,2,113955898,0.8836811636176579,7.597059866666667,0.5786676620250436,2012 The Woman in Black,12.781,2012-02-03,en,6.1,2122,"['Drama', 'Horror', 'Thriller']","Drama,Horror,Thriller",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1040,BlacKkKlansman,2018,15000000,49275340,43741995,93017335,8,78017335,0.8387397359857708,5.201155666666667,0.47025637748060617,2018 BlacKkKlansman,25.101,2018-07-30,en,7.6,3138,"['Crime', 'Drama']","Crime,Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1041,Snitch,2013,15000000,42930462,14977272,57907734,2,42907734,0.7409672428211402,2.8605156,0.2586402707451823,2013 Snitch,16.673,2013-02-22,en,5.9,1493,"['Thriller', 'Drama']","Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1042,Krampus,2015,15000000,42725475,19062918,61788393,12,46788393,0.7572359585399802,3.1192262,0.3085194010467306,2015 Krampus,9.417,2015-12-04,en,6.0,1046,"['Horror', 'Comedy', 'Fantasy']","Horror,Comedy,Fantasy",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1043,End of Watch,2012,15000000,41003371,16583235,57586606,9,42586606,0.7395227633314594,2.8391070666666667,0.28797034852166836,2012 End of Watch,13.152,2012-09-21,en,7.3,1770,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1044,Wild,2014,15000000,37880356,14580187,52460543,12,37460543,0.7140708208071731,2.4973695333333334,0.277926726759195,2014 Wild,10.098,2014-12-05,en,7.0,1454,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1045,The Theory of Everything,2014,15000000,35893537,87434155,123327692,11,108327692,0.8783728150851959,7.221846133333333,0.7089580092036426,2014 The Theory of Everything,13.866,2014-11-26,en,7.9,6412,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1046,Drive,2011,15000000,35060689,46297241,81357930,9,66357930,0.8156295274474166,4.423862,0.5690562800700558,2011 Drive,15.875,2011-09-16,en,7.5,6737,"['Drama', 'Action', 'Thriller', 'Crime']","Drama,Action,Thriller,Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1047,The Favourite,2018,15000000,34366783,59747146,94113929,11,79113929,0.8406187037415046,5.274261933333333,0.6348385051483718,2018 The Favourite,28.651,2018-11-23,en,7.7,2096,"['Drama', 'History', 'Comedy']","Drama,History,Comedy",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1048,When the Game Stands Tall,2014,15000000,30127963,10949,30138912,8,15138912,0.5023045291084164,1.0092608,0.0003632845140527966,2014 When the Game Stands Tall,6.08,2014-08-22,en,6.6,185,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1049,Home Again,2017,15000000,27020284,10316590,37336874,9,22336874,0.5982523871709239,1.4891249333333334,0.27631102700242127,2017 Home Again,10.478,2017-09-08,en,5.9,659,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1050,Ramona and Beezus,2010,15000000,26167002,1302619,27469621,7,12469621,0.4539422294905343,0.8313080666666667,0.04742034846421798,2010 Ramona and Beezus,7.442,2010-07-23,en,6.3,460,"['Comedy', 'Family']","Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1051,The November Man,2014,15000000,25018119,9802216,34820335,8,19820335,0.5692172404429768,1.3213556666666666,0.2815083772169337,2014 The November Man,17.747,2014-08-27,en,6.1,852,"['Crime', 'Action', 'Thriller']","Crime,Action,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1052,The Place Beyond the Pines,2013,15000000,21403519,25607930,47011449,3,32011449,0.6809287882192272,2.1340966,0.544716883753147,2013 The Place Beyond the Pines,12.96,2013-03-27,en,6.9,2781,"['Drama', 'Crime']","Drama,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1053,Keanu,2016,15000000,20591853,96288,20688141,4,5688141,0.27494693699158373,0.3792094,0.004654260622063626,2016 Keanu,8.952,2016-04-29,en,6.0,644,"['Action', 'Comedy']","Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,Country Strong,2010,15000000,20218921,383066,20601987,12,5601987,0.2719148885978814,0.3734658,0.018593643418957598,2010 Country Strong,7.567,2010-12-22,en,6.3,126,"['Drama', 'Romance', 'Music']","Drama,Romance,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1055,A Most Wanted Man,2014,15000000,17237855,18831035,36068890,7,21068890,0.5841291484157123,1.4045926666666666,0.5220852374442352,2014 A Most Wanted Man,10.267,2014-07-25,en,6.5,784,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1056,The Man with the Iron Fists,2012,15000000,15634090,6384898,22018988,11,7018988,0.31876978179015314,0.46793253333333334,0.2899723638525077,2012 The Man with the Iron Fists,15.457,2012-11-02,en,5.3,573,['Action'],Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,Killing Them Softly,2012,15000000,14945541,24292902,39238443,11,24238443,0.6177218346813609,1.6158962,0.6191097337883666,2012 Killing Them Softly,11.298,2012-11-30,en,6.0,1105,"['Crime', 'Thriller']","Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1058,One Day,2011,15000000,13843771,45324921,59168692,8,44168692,0.7464875512205001,2.9445794666666667,0.7660287808964916,2011 One Day,10.308,2011-08-19,en,7.2,2105,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1059,The Founder,2017,15000000,12786053,11617139,24403192,1,9403192,0.38532631304953874,0.6268794666666667,0.4760499773963996,2017 The Founder,12.349,2017-01-20,en,7.0,2093,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1060,The Founder,2017,15000000,12786053,11617139,24403192,1,9403192,0.38532631304953874,0.6268794666666667,0.4760499773963996,2017 The Founder,12.349,2017-01-20,en,7.0,2093,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
